"id";"description";"image_path";"release_date";"title";"tmdb_id"
625;"After a spectacular crash-landing on an uncharted planet, brash astronaut Leo Davidson finds himself trapped in a savage world where talking apes dominate the human race. Desperate to find a way home, Leo must evade the invincible gorilla army led by Ruthless General Thade.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/njdwSoVL1qMgdOCV0RwwuOfG3vF.jpg";"2001-07-25 00:00:00.000000";"Planet of the Apes";869
626;"In Albany, the marriage of Caleb and Catherine Holt is in crisis and they decide to divorce. However, Caleb's father, John, proposes that his son delays their separation process for forty days and follow a procedure called ""The Love Dare"" to make them love each other again.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/hfoCG75j1YaNyfZGPg0rWy3nFmU.jpg";"2008-09-26 00:00:00.000000";"Fireproof";14438
627;"The beautiful princess Giselle is banished by an evil queen from her magical, musical animated land and finds herself in the gritty reality of the streets of modern-day Manhattan. Shocked by this strange new environment that doesn't operate on a ""happily ever after"" basis, Giselle is now adrift in a chaotic world badly in need of enchantment. But when Giselle begins to fall in love with a charmingly flawed divorce lawyer who has come to her aid - even though she is already promised to a perfect fairy tale prince back home - she has to wonder: Can a storybook view of romance survive in the real world?";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/8KCNzCArLlvLdQoHx6npua2VSVc.jpg";"2007-11-20 00:00:00.000000";"Enchanted";4523
628;"When a doubting young boy takes an extraordinary train ride to the North Pole, he embarks on a journey of self-discovery that shows him that the wonder of life never fades for those who believe.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/zCuq1sy3xwbJJytFttp2qItqdc8.jpg";"2004-11-10 00:00:00.000000";"The Polar Express";5255
629;"In a near-future Britain, young Alexander DeLarge and his pals get their kicks beating and raping anyone they please. When not destroying the lives of others, Alex swoons to the music of Beethoven. The state, eager to crack down on juvenile crime, gives an incarcerated Alex the option to undergo an invasive procedure that'll rob him of all personal agency. In a time when conscience is a commodity, can Alex change his tune?";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/4sHeTAp65WrSSuc05nRBKddhBxO.jpg";"1971-12-19 00:00:00.000000";"A Clockwork Orange";185
630;"From the creators of Scary Movie and Date Movie comes this tongue-in-cheek parody of the sword-and-sandal epics, dubbed Meet the Spartans. The 20th Century Fox production was written and directed by the filmmaking team of Jason Friedberg and Aaron Seltzer. Sure, Leonidas may have nothing more than a cape and some leather underwear to protect him from the razor-sharp swords of his Persian enemies,";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/DWQOjAPvM8Kk1Qp3Xq0zae0Z6w.jpg";"2008-01-24 00:00:00.000000";"Meet the Spartans";7278
631;"In search for answers, a mother travels to the enigmatic town of Silent Hill when her daughter begins to suffer recurring nightmares related to the place. It doesn't take long for her to discover its home to beings as equally haunting as the town itself.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/bQkXL0cSlPviaQhxM090knCc5kS.jpg";"2006-04-21 00:00:00.000000";"Silent Hill";588
632;"Jigsaw and his apprentice Amanda are dead. Now, upon the news of Detective Kerry's murder, two seasoned FBI profilers, Agent Strahm and Agent Perez, arrive in the terrified community to assist the veteran Detective Hoffman in sifting through Jigsaw's latest grisly remains and piecing together the puzzle. However, when SWAT Commander Rigg is abducted and thrust into a game, the last officer untouched by Jigsaw has but ninety minutes to overcome a series of demented traps and save an old friend...or face the deadly consequences.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/obMbqhbkPIsdffNkEV97AE5D5ng.jpg";"2007-10-25 00:00:00.000000";"Saw IV";663
633;"When Dr. Henry Jones Sr. suddenly goes missing while pursuing the Holy Grail, eminent archaeologist Indiana must team up with Marcus Brody, Sallah and Elsa Schneider to follow in his father's footsteps and stop the Nazis from recovering the power of eternal life.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/acgJPtbeXdBaKYAUVdfYLVwKzAC.jpg";"1989-05-24 00:00:00.000000";"Indiana Jones and the Last Crusade";89
634;"Liana and Alexa (Barbie and Teresa) are best friends who share everything, including their love of singing. One day while walking through the forest home from the village, the girls meet an old beggar who gives them a magical mirror. As they clean the mirror and sing, a musical apprentice muse named Melody appears in the mirror's surface, and tells the girls about the secret of the Diamond Castle.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/dvjFM3GgYm3gDZ6Ulw0JurDYs4r.jpg";"2008-09-03 00:00:00.000000";"Barbie and the Diamond Castle";13004
635;"Barry B. Benson, a bee who has just graduated from college, is disillusioned at his lone career choice: making honey. On a special trip outside the hive, Barry's life is saved by Vanessa, a florist in New York City. As their relationship blossoms, he discovers humans actually eat honey, and subsequently decides to sue us.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/rYBaXgvTKFS8iZC7Wr8SMomSauQ.jpg";"2007-10-28 00:00:00.000000";"Bee Movie";5559
636;"A husband is on trial for the attempted murder of his wife, in what is seemingly an open/shut case for the ambitious district attorney trying to put him away. However, there are surprises for both around every corner, and, as a suspenseful game of cat-and-mouse is played out, each must manipulate and outwit the other.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/qNen8x5gaikjIg9CFihgxYcJwQe.jpg";"2007-04-19 00:00:00.000000";"Fracture";6145
637;"Buscapé was raised in a very violent environment. Despite the feeling that all odds were against him, he finds out that life can be seen with other eyes...";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/k7eYdWvhYQyRQoU2TB2A2Xu2TfD.jpg";"2002-02-05 00:00:00.000000";"City of God";598
638;"In the continuing saga of the Corleone crime family, a young Vito Corleone grows up in Sicily and in 1910s New York. In the 1950s, Michael Corleone attempts to expand the family business into Las Vegas, Hollywood and Cuba.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/hek3koDUyRQk7FIhPXsa6mT2Zc3.jpg";"1974-12-20 00:00:00.000000";"The Godfather: Part II";240
639;"A 35-minute Dragon Ball animated short film that premiered at the Jump Super Anime Tour in September 2008. It is the first animated Dragon Ball feature in twelve years, following the tenth anniversary film The Path to Power.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/f0tBLECAYhOmzJmQmpfoFH8Syyp.jpg";"2008-09-21 00:00:00.000000";"Dragon Ball: Yo! Son Goku and His Friends Return!!";38594
640;"From visionary producer J.J. Abrams (Lost) and director Matt Reeves comes the worldwide sensation of non-stop terror and suspense everyone is talking about.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/qIegUGJqyMMCRjkKV1s7A9MqdJ8.jpg";"2008-01-15 00:00:00.000000";"Cloverfield";7191
641;"A New York writer on sex and love is finally getting married to her Mr. Big. But her three best girlfriends must console her after one of them inadvertently leads Mr. Big to jilt her.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/77tIJpDUV5maRnmAUnxT1bzz1Zp.jpg";"2008-05-12 00:00:00.000000";"Sex and the City";4564
642;"Set fifteen years after the original film, The Exorcist III centers around the philosophical Lieutenant William F. Kinderman who is investigating a baffling series of murders around Georgetown that all contain the hallmarks of The Gemini, a deceased serial killer. It eventually leads him to a catatonic patient in a psychiatric hospital who has recently started to speak, claiming he is the The Gemini and detailing the murders, but bears a striking resemblance to Father Damien Karras.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/xww5RyKpDKjGPXnOVYhaZrqCVcL.jpg";"1990-08-17 00:00:00.000000";"The Exorcist III";11587
643;"Members of an American scientific research outpost in Antarctica find themselves battling a parasitic alien organism capable of perfectly imitating its victims. They soon discover that this task will be harder than they thought, as they don't know which members of the team have already been assimilated and their paranoia threatens to tear them apart.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/tzGY49kseSE9QAKk47uuDGwnSCu.jpg";"1982-06-25 00:00:00.000000";"The Thing";1091
644;"Moments from death a young man is rescued by a renowned warrior. Realizing unsurpassed physical potential in the young boy he trains him into the most dangerous man alive. As he becomes a young man he goes on a lone mission of vengeance against the vicious slave traders who enslaved him as a youth and the treacherous warlord who killed his father.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/sGyB8kVPQsofyQV1T0jE2d6k4q4.jpg";"2008-12-04 00:00:00.000000";"Ong Bak 2";16353
645;"A television reporter and cameraman follow emergency workers into a dark apartment building and are quickly locked inside with something terrifying.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/5XsVGgo8I12v3KlPcD0r1CNHMC6.jpg";"2007-11-23 00:00:00.000000";"[REC]";8329
646;"Frank Martin puts the driving gloves on to deliver Valentina, the kidnapped daughter of a Ukranian government official, from Marseilles to Odessa on the Black Sea. En route, he has to contend with thugs who want to intercept Valentina's safe delivery and not let his personal feelings get in the way of his dangerous objective.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/ngpLhUccj6mlvAVpiIa7jUcFxhT.jpg";"2008-11-26 00:00:00.000000";"Transporter 3";13387
647;"Three American college students studying abroad are lured to a Slovakian hostel, and discover the grim reality behind it.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/vUlEHfqfeCy7ojUk6OFtoljHzib.jpg";"2007-06-08 00:00:00.000000";"Hostel: Part II";1691
648;"After 23 horrifying days of gorging on human flesh, an ancient creature known as the Creeper embarks on a final voracious feeding frenzy, terrorizing a group of varsity basketball players, cheerleaders and coaches stranded on a remote highway when their bus breaks down. The terrified group is forced to come together and do battle against the winged creature hell-bent on completing its grizzly ritual.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/u2ghDfjcs3y5c8ata3COc4pWiAN.jpg";"2003-08-08 00:00:00.000000";"Jeepers Creepers 2";11351
649;"""Ben 10: Race Against Time"" has Ben back in his hometown of Bellwood. Even though he's back in school and leaving his hero adventures behind him, it seems that Ben will be facing his greatest challenge yet.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/kjz6a24K9GGjs1c6G0L9p1v61cw.jpg";"2008-02-11 00:00:00.000000";"Ben 10: Race Against Time";16000
650;"The children of the Avengers hone their powers and go head to head with the very enemy responsible for their parents' demise.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/4NL4vwuh6AlwgGoNNlhVp52DRfi.jpg";"2008-09-02 00:00:00.000000";"Next Avengers: Heroes of Tomorrow";14613
651;"After Homer accidentally pollutes the town's water supply, Springfield is encased in a gigantic dome by the EPA and the Simpsons are declared fugitives.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/s3b8TZWwmkYc2KoJ5zk77qB6PzY.jpg";"2007-07-25 00:00:00.000000";"The Simpsons Movie";35
652;"As a wild stallion travels across the frontiers of the Old West, he befriends a young human and finds true love with a mare.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/cUgYrz4twiJ3QgVGpRfey984NIB.jpg";"2002-05-24 00:00:00.000000";"Spirit: Stallion of the Cimarron";9023
653;"Spoof of romantic comedies which focuses on a man, his crush, his parents, and her father.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/xjLK0EmD0MAM7B049SRCUQaqkdL.jpg";"2006-02-17 00:00:00.000000";"Date Movie";10073
654;"Diego, Manny and Sid return in this sequel to the hit animated movie Ice Age. This time around, the deep freeze is over, and the ice-covered earth is starting to melt, which will destroy the trio's cherished valley. The impending disaster prompts them to reunite and warn all the other beasts about the desperate situation.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/hzJzd0OFRHjSykLuSmDG8ssPJAn.jpg";"2006-03-29 00:00:00.000000";"Ice Age: The Meltdown";950
655;"For a book project, photographer Timothy Greenfield-Sanders took photographs of 30 stars of adult movies, each pair of photographs in the same pose, clothed and nude. This film records the photo shoots and includes interviews with the performers and commentary from eight writers (and John Waters). The actors and writers discuss economics, nudity and exhibitionism, careers, and private lives.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/kqB0fF7VlODmw1exH4iDZHGUiVI.jpg";"2004-10-27 00:00:00.000000";"Thinking XXX";24593
656;"Based on the true life experiences of poet Jimmy Santiago Baca, the film focuses on half-brothers Paco and Cruz, and their bi-racial cousin Miklo. It opens in 1972, as the three are members of an East L.A. gang known as the ""Vatos Locos"", and the story focuses on how a violent crime and the influence of narcotics alter their lives. Miklo is incarcerated and sent to San Quentin, where he makes a ""home"" for himself. Cruz becomes an exceptional artist, but a heroin addiction overcomes him with tragic results. Paco becomes a cop and an enemy to his ""carnal"", Miklo.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/gvP6R6juhe2IpCG7QGDgjyUvm0g.jpg";"1993-02-05 00:00:00.000000";"Bound by Honor";9702
657;"Everyone always knew that Max had a wild imagination, but no one believed that his wildest creations -- a boy raised by watchful great white sharks and a girl with the force of a volcano -- were real. Now, these two pint-sized action masters will show Max that even an ordinary kid has what it takes to be extraordinary.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/wyXPANZMYYbKh8Ic8qFLqMkolyV.jpg";"2005-06-10 00:00:00.000000";"The Adventures of Sharkboy and Lavagirl";14199
658;"Chucky hooks up with another murderous doll, the bridal gown-clad Tiffany, for a Route 66 murder spree with their unwitting hosts.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/mAGviFp1ufYM3EaZBSrjPiKPBt6.jpg";"1998-10-16 00:00:00.000000";"Bride of Chucky";11932
659;"Los Angeles SWAT cop Jack Traven is up against bomb expert Howard Payne, who's after major ransom money. First it's a rigged elevator in a very tall building. Then it's a rigged bus--if it slows, it will blow, bad enough any day, but a nightmare in LA traffic. And that's still not the end.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/Apu3Ecg11bIEEiKLnbhagGtWNg7.jpg";"1994-06-09 00:00:00.000000";"Speed";1637
660;"Cindy finds out the house she lives in is haunted by a little boy and goes on a quest to find out who killed him and why. Also, Alien ""Tr-iPods"" are invading the world and she has to uncover the secret in order to stop them.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/4SMqo8Me8aCT4KAVLeG9pk8VYiN.jpg";"2006-04-12 00:00:00.000000";"Scary Movie 4";4257
661;"A pragmatic U.S. Marine observes the dehumanizing effects the U.S.-Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/kMKyx1k8hWWscYFnPbnxxN4Eqo4.jpg";"1987-06-26 00:00:00.000000";"Full Metal Jacket";600
662;"Chucky and Tiffany are resurrected by their innocent son, Glen, and hit Hollywood, where a movie depicting the killer dolls' murder spree is underway.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/bIUXr9UXu9s06l7GWxdV0DDSwRp.jpg";"2004-11-11 00:00:00.000000";"Seed of Chucky";11249
663;"As a newly crowned princess, Cinderella quickly learns that life at the Palace - and her royal responsibilities - are more challenging than she had imagined. In three heartwarming tales, Cinderella calls on her animal friends and her Fairy Godmother to help as she brings her own grace and charm to her regal role and discovers that being true to yourself is the best way to make your dreams come true.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/gmyZ10NuMrQ5FZHXsqVpRQJ5JPy.jpg";"2002-02-23 00:00:00.000000";"Cinderella II: Dreams Come True";14128
664;"Sequel to the 2002 film. This time, Heavyweight Champ George ""Iceman"" Chambers (White) is sent to a Russian jail on trumped-up drug charges. In order to win his freedom he must fight against the jailhouse fighting champ Uri Boyka (Adkins) in a battle to the death. This time he is not fighting for a title, he is fighting for his life!";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/ySuVrhk9vUKeBzXJbR29WoK1NNS.jpg";"2006-04-11 00:00:00.000000";"Undisputed II: Last Man Standing";15255
665;"When Emily Woodrow and her friends happen on a treasure chest full of gold coins, they fail to to heed the warnings of a wise old psychic who had foretold that they would encounter trouble with a very nasty and protective Leprechaun.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/uBXtcz92oigWaWnFDyS8j5tMAc1.jpg";"2003-12-30 00:00:00.000000";"Leprechaun: Back 2 tha Hood";19288
666;"Barbie plays Rosella in this new musical film. Shipwrecked as a child, Rosella grows up on the island under the watchful eyes of her loving animal friends. The arrival of Prince Antonio leads Rosella and her furry pals to explore civilization and ultimately save the kingdom by uncovering a secret plot.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/oguRPUFeHt0H0wO0He4ewTseMXo.jpg";"2007-09-17 00:00:00.000000";"Barbie as the Island Princess";13283
667;"Joel Barish, heartbroken that his girlfriend underwent a procedure to erase him from her memory, decides to do the same. However, as he watches his memories of her fade away, he realises that he still loves her, and may be too late to correct his mistake.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/xFuIVB1aPb29vq0G0X9E5p7LuhN.jpg";"2004-03-19 00:00:00.000000";"Eternal Sunshine of the Spotless Mind";38
668;"When Lady Tremaine steals the Fairy Godmother's wand and changes history, it's up to Cinderella to restore the timeline and reclaim her prince.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/98PHWv6TTpjxvs6EHKJVyrjuuus.jpg";"2007-02-06 00:00:00.000000";"Cinderella III: A Twist in Time";16119
669;"This hair-raising remake of the 1979 horror hit depicts the ordeal of the Lutz clan, whose new home has a gory past and a legacy of demons. Before long, the family patriarch is plagued by nightmares and his daughter is seeing phantoms.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/4D246dpe7yy2GvHI2IbpeqkUXry.jpg";"2005-04-14 00:00:00.000000";"The Amityville Horror";10065
670;"Based on Wes Craven's 1977 suspenseful cult classic, The Hills Have Eyes is the story of a family road trip that goes terrifyingly awry when the travelers become stranded in a government atomic zone. Miles from nowhere, the Carter family soon realizes the seemingly uninhabited wasteland is actually the breeding ground of a blood-thirsty mutant family...and they are the prey.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/qj4C2c96T1n3YnYxFG5l5bSTKbM.jpg";"2006-03-10 00:00:00.000000";"The Hills Have Eyes";9792
671;"After their father is called into work, two young boys, Walter and Danny, are left in the care of their teenage sister, Lisa, and told they must stay inside. Walter and Danny, who anticipate a boring day, are shocked when they begin playing Zathura, a space-themed board game, which they realize has mystical powers when their house is shot into space. With the help of an astronaut, the boys attempt to return home.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/g0HLEZfqJp5dRxMzkgZwW9puP7N.jpg";"2005-11-06 00:00:00.000000";"Zathura: A Space Adventure";6795
672;"Based on Frank Miller's graphic novel, ""300"" is very loosely based the 480 B.C. Battle of Thermopylae, where the King of Sparta led his army against the advancing Persians; the battle is said to have inspired all of Greece to band together against the Persians, and helped usher in the world's first democracy.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/9W49fy5G7v9Ed3CXtvMi41YqZtt.jpg";"2007-03-07 00:00:00.000000";"300";1271
673;"An African prince decides it’s time for him to find a princess... and his mission leads him and his most loyal friend to Queens, New York. In disguise as an impoverished immigrant, the pampered prince quickly finds himself a new job, new friends, new digs, new enemies and lots of trouble.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/8YZiA1o264dk0cr1USyMdph6SZl.jpg";"1988-06-29 00:00:00.000000";"Coming to America";9602
674;"Arthur and his two children, Kathy and Bobby, inherit his Uncle Cyrus's estate: a glass house that serves as a prison to 12 ghosts. When the family, accompanied by Bobby's Nanny and an attorney, enter the house they find themselves trapped inside an evil machine ""designed by the devil and powered by the dead"" to open the Eye of Hell. Aided by Dennis, a ghost hunter, and his rival Kalina, a ghost rights activist out to set the ghosts free, the group must do what they can to get out of the house alive.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/j4UNVqRy1SqBjaf3f1uEBMuCgwb.jpg";"2001-10-26 00:00:00.000000";"Thir13en Ghosts";9378
675;"After iron man Drago, a highly intimidating 6-foot-5, 261-pound Soviet athlete, kills Apollo Creed in an exhibition match, Rocky comes to the heart of Russia for 15 pile-driving boxing rounds of revenge.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/jmvpwgW5M2kduR9zB0q8qGFC4zM.jpg";"1985-11-21 00:00:00.000000";"Rocky IV";1374
676;"Lewis, a brilliant young inventor, is keen on creating a time machine to find his mother, who abandoned him in an orphanage. Things take a turn when he meets Wilbur Robinson and his family.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/swsjj0jZtsx53Yp9zBORPwsmGWj.jpg";"2007-03-23 00:00:00.000000";"Meet the Robinsons";1267
677;"When maladjusted orphan Jesse vandalizes a theme park, he is placed with foster parents and must work at the park to make amends. There he meets Willy, a young Orca whale who has been separated from his family. Sensing kinship, they form a bond and, with the help of kindly whale trainer Rae Lindley, develop a routine of tricks. However, greedy park owner Dial soon catches wind of the duo and makes plans to profit from them.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/9iBgd9gi9ztWiVcYSG6zl8wDFBN.jpg";"1993-07-16 00:00:00.000000";"Free Willy";1634
678;"A mysterious story of two magicians whose intense rivalry leads them on a life-long battle for supremacy -- full of obsession, deceit and jealousy with dangerous and deadly consequences.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/gcphM7ZLxS5HPeCZgjZobfz907x.jpg";"2006-10-19 00:00:00.000000";"The Prestige";1124
679;"On July 2, a giant alien mothership enters orbit around Earth and deploys several dozen saucer-shaped 'destroyer' spacecraft that quickly lay waste to major cities around the planet. On July 3, the United States conducts a coordinated counterattack that fails. On July 4, a plan is devised to gain access to the interior of the alien mothership in space, in order to plant a nuclear missile.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/p0BPQGSPoSa8Ml0DAf2mB2kCU0R.jpg";"1996-06-25 00:00:00.000000";"Independence Day";602
680;"When world heavyweight boxing champion, Apollo Creed wants to give an unknown fighter a shot at the title as a publicity stunt, his handlers choose palooka Rocky Balboa, an uneducated collector for a Philadelphia loan shark. Rocky teams up with trainer  Mickey Goldmill to make the most of this once in a lifetime break.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/i5xiwdSsrecBvO7mIfAJixeEDSg.jpg";"1976-11-21 00:00:00.000000";"Rocky";1366
681;"The lifelong friendship between Rafe McCawley and Danny Walker is put to the ultimate test when the two ace fighter pilots become entangled in a love triangle with beautiful Naval nurse Evelyn Johnson. But the rivalry between the friends-turned-foes is immediately put on hold when they find themselves at the center of Japan's devastating attack on Pearl Harbor on Dec. 7, 1941.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/ftkKVbk4sQEcekuaGJvpvXcNs32.jpg";"2001-05-21 00:00:00.000000";"Pearl Harbor";676
682;"For years, Blade has fought against the vampires in the cover of the night. But now, after falling into the crosshairs of the FBI, he is forced out into the daylight, where he is driven to join forces with a clan of human vampire hunters he never knew existed—The Nightstalkers. Together with Abigail and Hannibal, two deftly trained Nightstalkers, Blade follows a trail of blood to the ancient creature that is also hunting him—the original vampire, Dracula.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/iQ2fyewqYDNmcUN18m8XbRGWgIM.jpg";"2004-12-08 00:00:00.000000";"Blade: Trinity";36648
683;"Three backpackers head to a Slovakian city that promises to meet their hedonistic expectations, with no idea of the hell that awaits them.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/dDrtuWUKhgUGp12kgUWuP0NpTdF.jpg";"2006-01-06 00:00:00.000000";"Hostel";1690
684;"Humanity finds a mysterious object buried beneath the lunar surface and sets off to find its origins with the help of HAL 9000, the world's most advanced super computer.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/ve72VxNqjGM69Uky4WTo2bK6rfq.jpg";"1968-04-02 00:00:00.000000";"2001: A Space Odyssey";62
685;"After a battle in a power plant, Ben notices something strange is happening with the omnitrix, but doesn't tell anyone. Tetrax arrives, and tells them the omnitrix is broadcasting a self destruct signal. Tetrax and Ben go to find the creator of the omnitrix to fix the omnitrix before it destroys itself and the universe along with it. Gwen stows away to help her cousin.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/vOCDT3eHgJkRE2fMpIsplcFlW59.jpg";"2007-08-10 00:00:00.000000";"Ben 10: Secret of the Omnitrix";15403
686;"Ten years after a band of mercenaries first battled a vicious alien, the invisible creature from another world has returned to Earth—and this time, it’s drawn to the gang-ruled and ravaged city of Los Angeles. When it starts murdering drug dealers, detective-lieutenant Mike Harrigan and his police force set out to capture the creature, ignoring warnings from a mysterious government agent to stay away.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/7OAAsKvYwEq23ppBSq8NfJ0iUuo.jpg";"1990-11-20 00:00:00.000000";"Predator 2";169
687;"Le Chiffre, a banker to the world's terrorists, is scheduled to participate in a high-stakes poker game in Montenegro, where he intends to use his winnings to establish his financial grip on the terrorist market. M sends Bond—on his maiden mission as a 00 Agent—to attend this game and prevent Le Chiffre from winning. With the help of Vesper Lynd and Felix Leiter, Bond enters the most important poker game in his already dangerous career.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/8Gv1dylImVuoj3bZtEWoL1TLl2q.jpg";"2006-11-14 00:00:00.000000";"Casino Royale";36557
688;"Throughout his life Edward Bloom has always been a man of big appetites, enormous passions and tall tales. In his later years, he remains a huge mystery to his son, William. Now, to get to know the real man, Will begins piecing together a true picture of his father from flashbacks of his amazing adventures.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/tjK063yCgaBAluVU72rZ6PKPH2l.jpg";"2003-12-25 00:00:00.000000";"Big Fish";587
689;"A mild-mannered guy who is engaged to a monstrous woman meets the woman of his dreams, and schemes to find a way to be with her.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/adBqvVwyzHgDzZJnNCqe8RWImxV.jpg";"2007-02-08 00:00:00.000000";"Norbit";9757
690;"Three moments in Takaki's life: his relationship with Akari and their forced separation; his friendship with Kanae, who is secretly in love with him; the demands and disappointments of adulthood, an unhappy life in a cold city.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/t0ISGhwZtghakg46TWCOWBTIflZ.jpg";"2007-03-03 00:00:00.000000";"5 Centimeters per Second";38142
691;"The inhabitants of the British Isles have lost their battle against the onslaught of disease, as the deadly rage virus has killed every citizen there. Six months later, a group of Americans dare to set foot on the isles, convinced the danger has come and gone. But it soon becomes all too clear that the scourge continues to live, waiting to pounce on its next victims.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/d7vvXpS5TG14gyZ2CZzJoxmGgVN.jpg";"2007-04-26 00:00:00.000000";"28 Weeks Later";1562
692;"After a botched assassination attempt, the mismatched duo finds themselves in Paris, struggling to retrieve a precious list of names, as the murderous crime syndicate's henchmen try their best to stop them. Once more, Lee and Carter must fight their way through dangerous gangsters; however, this time, the past has come back to haunt Lee. Will the boys get the job done once and for all?";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/rZ7IxJlPhNNJ6Rn8z1rzsXuA70P.jpg";"2007-08-08 00:00:00.000000";"Rush Hour 3";5174
693;"A small suburban town receives a visit from a castaway unfinished science experiment named Edward.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/1RFIbuW9Z3eN9Oxw2KaQG5DfLmD.jpg";"1990-12-05 00:00:00.000000";"Edward Scissorhands";162
694;"The human city of Zion defends itself against the massive invasion of the machines as Neo fights to end the war at another front while also opposing the rogue Agent Smith.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/fgm8OZ7o4G1G1I9EeGcb85Noe6L.jpg";"2003-11-03 00:00:00.000000";"The Matrix Revolutions";605
695;"A marksman living in exile is coaxed back into action after learning of a plot to kill the president. Ultimately double-crossed and framed for the attempt, he goes on the run to track the real killer and find out who exactly set him up, and why??";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/tyRP8JedrDkPPvH3JxKYsdP2esu.jpg";"2007-03-22 00:00:00.000000";"Shooter";7485
696;"Return to the forest and join Bambi as he reunites with his father, The Great Prince, who must now raise the young fawn on his own. But in the adventure of a lifetime, the proud parent discovers there is much he can learn from his spirited young son.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/wIVLCnwYynKIiAheJoEQtC8gTjq.jpg";"2006-01-26 00:00:00.000000";"Bambi II";13205
